"FemaleLeader","DeathsPerMil","TotalDeaths","TotalCases","CasesPerMil","SDCases","SDDeaths","SampleSize","SDDeathMil","SDCasesMil"
0,47.4159890710382,1808.35519125683,25167.1256830601,984.049693989071,NA,NA,183,142.350287432866,2177.77608743621
1,106.264230769231,1602.30769230769,25519.0769230769,1732.71823076923,NA,NA,13,210.372600308419,1682.77251639376
